Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross
5064,2013-08-23,Drinking Buddies,500000,407100,343706
5263,2013-08-23,Sparrows Dance,175000,2602,2602
2619,2013-08-30,Getaway,18000000,11813989,10501938
3344,2013-08-30,One Direction: This is Us,10000000,68541786,28873374
3966,2013-08-30,No se Aceptan Devoluciones,5000000,100486616,44467206
4636,2013-09-07,Coffee Town,2000000,0,0
261,2013-09-08,Elysium,120000000,286192091,93050117
1021,2013-09-08,Disney Planes,50000000,238059569,90282580
1784,2013-09-13,The Family,30000000,51078541,36918811
3958,2013-09-13,Insidious Chapter 2,5000000,161921515,83586447
4618,2013-09-13,Plush,2000000,28864,3080
3620,2013-09-18,Enough Said,8000000,25621449,17550872
1156,2013-09-20,Prisoners,46000000,113402302,61002302
1461,2013-09-20,Rush,38000000,98230839,26947624
2457,2013-09-20,Battle of the Year,20000000,16723377,8888355
3665,2013-09-20,Feichang Xingyun,8000000,21970000,0
561,2013-09-27,Cloudy with a Chance of Meatballs 2,78000000,274392649,119793567
2636,2013-09-27,Metallica Through the Never,18000000,9082906,3419967
3574,2013-09-27,Baggage Claim,8500000,22885836,21569509
3925,2013-09-27,Don Jon,5500000,41268579,24477704
62,2013-10-05,The Great Gatsby,190000000,351040419,144840419
2894,2013-10-05,Peeples,15000000,9307166,9177065
675,2013-10-18,Escape Plan,70000000,103735965,25135965
1787,2013-10-18,Carrie,30000000,82409520,35266619
1996,2013-10-18,The Fifth Estate,26000000,6154172,3254172
2334,2013-10-18,12 Years a Slave,20000000,181025343,56671993
3579,2013-10-18,All is Lost,8500000,10386814,6263670
3228,2013-10-19,Supesu Batorushippu Yamato,12000000,0,0
2098,2013-10-25,The Counselor,25000000,71009334,16973715
2797,2013-10-25,Jackass Presents: Bad Grandpa,15000000,160903019,102003019
5339,2013-10-25,A True Story,45000,0,0
5346,2013-10-25,Her Cry: La Llorona Investigation,35000,0,0
833,2013-11-01,Gangster Squad,60000000,104100903,46000903
3262,2013-11-01,Quartet,11000000,56178935,18388357
4469,2013-11-01,A Haunted House,2500000,59922558,40041683
915,2013-11-10,Captain Phillips,55000000,220648184,107136417
2464,2013-11-10,Machete Kills,20000000,18273009,8008161
3945,2013-11-10,La Vie d'Adèle – Chapitres 1 & 2,5250000,22937201,2450504
5004,2013-11-10,All the Boys Love Mandy Lane,750000,1960521,0
5020,2013-11-10,Escape from Tomorrow,650000,171962,171962
2672,2013-11-15,The Best Man Holiday,17000000,72835710,70525195
3168,2013-11-15,Nebraska,12000000,24761360,17654912
3198,2013-11-15,La grande bellezza,12000000,29549145,2883879
3761,2013-11-15,The Christmas Candle,7000000,1933829,1632000
134,2013-11-22,Frozen,150000000,1274234980,400738009
211,2013-11-22,The Hunger Games: Catching Fire,130000000,864868047,424668047
2247,2013-11-22,Delivery Man,22000000,70536870,30659817
3142,2013-11-22,Philomena,12000000,98963392,37709979
2255,2013-11-27,Homefront,22000000,51695362,20158492
2663,2013-11-27,Black Nativity,17500000,7285135,7018188
1611,2013-11-29,Mandela: Long Walk to Freedom,35000000,29890402,8323085
1292,2013-12-04,42,40000000,97470701,95020213
2372,2013-12-04,Scary Movie V,20000000,78613981,32015787
4329,2013-12-04,Antiviral,3100000,123407,0
1664,2013-12-06,This is the End,32000000,126539117,101470202
64,2013-12-07,Pacific Rim,190000000,411002906,101802906
496,2013-12-07,Grown Ups 2,80000000,247023808,133668525
4960,2013-12-07,Fruitvale Station,900000,17549645,16098998
15,2013-12-13,The Hobbit: The Desolation of Smaug,250000000,960366855,258366855
1281,2013-12-13,American Hustle,40000000,257878294,150117807
1520,2013-12-13,Saving Mr. Banks,35000000,114962525,83299761
2039,2013-12-13,Tyler Perry's A Madea Christmas,25000000,52543354,52543354
1012,2013-12-18,Anchorman 2: The Legend Continues,50000000,172185754,127352707
539,2013-12-20,Walking with Dinosaurs,80000000,130580730,36076121
95,2013-12-25,47 Ronin,175000000,151716815,38362475
338,2013-12-25,The Wolf of Wall Street,100000000,391976723,116900694
394,2013-12-25,The Secret Life of Walter Mitty,91000000,188536838,58236838
1373,2013-12-25,Grudge Match,40000000,69807260,29807260
2059,2013-12-25,August: Osage County,25000000,50738810,37738810
1860,2013-12-31,Space Pirate Captain Harlock,30000000,143490,0
2276,2013-12-31,Metegol,22000000,30051905,0
2555,2013-12-31,Out of Inferno,19000000,0,0
2778,2013-12-31,Zulu,16000000,1844228,0
3500,2013-12-31,Re-Kill,9500000,0,0
4234,2013-12-31,Geograf globus propil,4000000,4454853,0
4677,2013-12-31,Independence Daysaster,1800000,0,0
4683,2013-12-31,Living Dark: The Story of Ted the Caver,1750000,0,0
4821,2013-12-31,The Wicked Within,1200000,0,0
4837,2013-12-31,The Vatican Exorcisms,1100000,0,0
4924,2013-12-31,Heli,1000000,552614,0
5024,2013-12-31,Treachery,625000,0,0
5100,2013-12-31,Bucky and the Squirrels,500000,0,0
5276,2013-12-31,Speak No Evil,150000,32927,0
5308,2013-12-31,Echo Dr.,100000,0,0
5352,2013-12-31,Paraphobia,30000,0,0
5118,2014-01-07,Mutual Friends,450000,0,0
97,2014-01-08,Guardians of the Galaxy,170000000,771100771,333172112
1795,2014-01-08,Get on Up,30000000,33339868,30569935
2772,2014-01-10,"Men, Women and Children",16000000,1705908,705908
827,2014-01-17,Jack Ryan: Shadow Recruit,60000000,131377412,50577412
1738,2014-01-17,The Nut Job,30000000,122529966,64251538
2013,2014-01-17,Ride Along,25000000,153733800,134202565
3731,2014-01-17,Devil's Due,7000000,36146087,15821461
748,2014-01-24,"I, Frankenstein",65000000,74575290,19075290
3778,2014-01-28,Snezhnaya koroleva,7000000,15206330,0
2618,2014-01-31,Labor Day,18000000,14189810,13371528
3610,2014-01-31,That Awkward Moment,8000000,53068955,26068955
3768,2014-02-04,Dom Hemingway,7000000,1857458,523511
49,2014-02-05,The Amazing Spider-Man 2,200000000,708996336,202853933
4460,2014-02-05,Ida,2600000,15298355,3827060
5031,2014-02-05,Water & Power,600000,42557,42557
1794,2014-02-07,Deliver Us from Evil,30000000,87956618,30577122
2320,2014-02-07,Tammy,20000000,93931360,84525432
3047,2014-02-07,Earth to Echo,13000000,42174545,38934842
870,2014-02-14,Winter's Tale,60000000,22468620,12600231
2392,2014-02-14,Endless Love,20000000,34718173,23438250
3043,2014-02-14,About Last Night,13000000,50445860,48637684
543,2014-02-21,Pompeii,80000000,108469033,23169033
1910,2014-02-21,3 Days to Kill,28000000,38959900,30697999
1019,2014-02-28,Non-Stop,50000000,222383055,91742160
2237,2014-02-28,Son of God,22000000,70949793,59700064
4687,2014-02-28,The Lunchbox,1700000,12231500,4231500
3972,2014-03-01,Paranormal Activity: The Marked Ones,5000000,86362372,32462372
768,2014-03-10,Gone Girl,61000000,368567189,167767189
2753,2014-03-10,Left Behind,16000000,20769209,14019924
3229,2014-03-10,Drive Hard,12000000,0,0
3800,2014-03-10,Annabelle,6500000,256873813,84273813
4759,2014-03-10,La chambre bleue,1400000,1945420,260441
2826,2014-03-12,Wild,15000000,52501541,37880356
705,2014-03-14,Need for Speed,66000000,194169619,43568507
3395,2014-03-14,Bad Words,10000000,7843145,7779614
3873,2014-03-14,Veronica Mars,6000000,3485383,3322127
5248,2014-03-14,The Word,200000,3648,3648
446,2014-03-21,Divergent,85000000,276014965,150947895
941,2014-03-21,Muppets Most Wanted,55000000,79312301,51178893
1998,2014-03-21,Blood Ties,26000000,2923959,42472
3438,2014-03-21,50 to 1,10000000,1069454,1069454
4822,2014-03-21,God’s Not Dead,1150000,63777092,60755732
5303,2014-03-21,Cheap Thrills,100000,59424,59424
222,2014-03-28,Noah,130000000,352831065,101200044
1605,2014-03-28,Sabotage,35000000,18376443,10508518
5173,2014-03-28,Locker 13,300000,3496,3496
4299,2014-04-03,Wicked Blood,3500000,0,0
99,2014-04-04,Captain America: The Winter Soldier,170000000,714401889,259746958
3028,2014-04-04,Under the Skin,13300000,7229933,2614251
4141,2014-04-09,Falcon Rising,4500000,11774,11774
3125,2014-04-16,Heaven is for Real,12000000,100919111,91386097
362,2014-04-18,Transcendence,100000000,103039258,23022309
4174,2014-04-18,A Haunted House 2,4000000,21206861,17329487
1303,2014-04-25,The Other Woman,40000000,195111193,83911193
1915,2014-04-25,Brick Mansions,28000000,73421224,20396829
5123,2014-04-25,Blue Ruin,420000,435168,258384
1641,2014-05-09,Thunder and the House of Magic,34000000,10392666,4091
4519,2014-05-09,Frontera,2300000,59696,59696
112,2014-05-11,Interstellar,165000000,668913307,188017894
4082,2014-05-12,Dying of the Light,5000000,0,0
120,2014-05-16,Godzilla,160000000,529076069,200676069
2061,2014-05-16,Million Dollar Arm,25000000,39217912,36447959
2768,2014-05-16,The Immigrant,16000000,7585011,2013456
48,2014-05-23,X-Men: Days of Future Past,200000000,747862775,233921534
1196,2014-05-23,Blended,45000000,127990741,46290741
73,2014-05-30,Maleficent,180000000,758536735,241407328
1348,2014-05-30,A Million Ways to Die in The West,40000000,86778557,42720965
1237,2014-06-02,The Interview,44000000,12342632,6105175
82,2014-06-06,Edge of Tomorrow,178000000,370541256,100206256
3122,2014-06-06,The Fault in Our Stars,12000000,307166834,124872350
4149,2014-06-06,Anna,4357373,1200000,0
4866,2014-06-06,Obvious Child,1000000,3324070,3122616
5203,2014-06-06,Test,250000,18823,18823
174,2014-06-13,How to Train Your Dragon 2,145000000,616102924,177002924
1004,2014-06-13,22 Jump Street,50000000,331333876,191719337
3583,2014-06-13,The Rover,8500000,3180252,1109199
4778,2014-06-13,Los insolitos peces gato,1300000,16653,11278
3557,2014-06-17,Beneath Hill 60,9000000,3440939,0
5304,2014-06-19,The Past is a Grotesque Animal,100000,20056,20056
1343,2014-06-20,Jersey Boys,40000000,65282732,47047013
2168,2014-06-20,Think Like a Man Too,24000000,70027933,65028687
4942,2014-06-24,A Fine Step,1000000,0,0
31,2014-06-27,Transformers: Age of Extinction,210000000,1104039076,245439076
1420,2014-06-27,Snowpiercer,40000000,88069880,4563029
3623,2014-06-27,Begin Again,8000000,68838736,16170632
4417,2014-06-27,They Came Together,3000000,82780,0
4938,2014-07-01,Hidden Away,1000000,0,0
654,2014-07-02,The Monuments Men,70000000,158702748,78031620
774,2014-07-02,The Lego Movie,60000000,457729388,257784718
3488,2014-07-02,Nurse 3D,10000000,0,0
176,2014-07-03,Mr. Peabody & Sherman,145000000,269806430,111506430
292,2014-07-03,300: Rise of an Empire,110000000,330780051,106580051
1697,2014-07-03,The Grand Budapest Hotel,31000000,164350409,59076019
4213,2014-07-03,The Face of Love,4000000,1158877,385069
109,2014-07-11,Big Hero 6,165000000,652127828,222527828
2828,2014-07-11,The Theory of Everything,15000000,123327692,35893537
3467,2014-07-11,Elsa & Fred,10000000,109144,67657
4143,2014-07-11,Fugly,4500000,0,0
1039,2014-07-18,Planes: Fire and Rescue,50000000,156399644,59157732
1353,2014-07-18,Sex Tape,40000000,126069509,38543473
3513,2014-07-18,The Purge: Anarchy,9000000,111534881,71562550
3871,2014-07-18,Wish I Was Here,6000000,6591365,3591299
4893,2014-07-18,I Origins,1000000,852399,336472
5284,2014-07-18,An American in Hollywood,125000,0,0
346,2014-07-25,Hercules,100000000,243388614,72688614
1283,2014-07-25,Lucy,40000000,457507776,126573960
2613,2014-07-25,And So It Goes,18000000,17360801,15160801
2867,2014-07-25,A Most Wanted Man,15000000,36068890,17237855
5317,2014-07-25,Happy Christmas,70000,30312,30312
4428,2014-08-07,Point Blank,3000000,0,0
239,2014-08-08,Teenage Mutant Ninja Turtles,125000000,485004754,191204754
1054,2014-08-08,Into the Storm,50000000,156602194,47602194
2239,2014-08-08,The Hundred-Foot Journey,22000000,94270488,54235441
5037,2014-08-08,The Maid's Room,600000,0,0
2668,2014-08-13,Let’s Be Cops,17000000,136890774,82390774
357,2014-08-15,The Expendables 3,100000000,209461378,39322544
2047,2014-08-15,The Giver,25000000,55090374,45090374
4408,2014-08-15,Fort McCoy,3000000,78948,78948
5205,2014-08-15,Night Lights,250000,12848,12848
4080,2014-08-18,Henry & Me,5000000,0,0
750,2014-08-22,Sin City: A Dame to Kill For,65000000,39499349,13757804
2651,2014-08-22,The Prince,18000000,0,0
2842,2014-08-22,When the Game Stands Tall,15000000,30138912,30127963
3247,2014-08-22,If I Stay,11000000,78356170,50474843
5254,2014-08-26,Sanctuary; Quite a Conundrum,200000,0,0
2852,2014-08-27,The November Man,15000000,34820335,25018119
2518,2014-08-29,Dwegons and Leprechauns,20000000,0,0
3985,2014-08-29,"As Above, So Below",5000000,41824066,21222315
5000,2014-08-29,Il conformista,750000,59656,59656
683,2014-09-05,Legends of Oz: Dorothy’s Return,70000000,20107933,8462347
2564,2014-09-05,Neighbors,18000000,270944428,150086800
4019,2014-09-05,Moms’ Night Out,5000000,10537341,10429707
4881,2014-09-05,Palo Alto,1000000,1156309,767732
4639,2014-09-09,A Funny Thing Happened on the Way to the Forum,2000000,0,0
4819,2014-09-09,Cotton Comes to Harlem,1200000,0,0
1633,2014-09-19,The Maze Runner,34000000,348319861,102427862
1913,2014-09-19,A Walk Among the Tombstones,28000000,62108587,26017685
2368,2014-09-19,This is Where I Leave You,20000000,41296320,34296320
4391,2014-09-19,Tusk,3000000,1821983,1821983
4603,2014-09-19,Pump,2000000,72277,72277
4990,2014-09-19,Not Cool,800000,35688,35688
825,2014-09-26,The Boxtrolls,60000000,111946251,50837305
918,2014-09-26,The Equalizer,55000000,192903624,101530738
3481,2014-09-26,Plastic,10000000,552641,0
4058,2014-09-26,Jimi: All is By My Side,5000000,927074,340911
4703,2014-09-26,Two Night Stand,1600000,242443,15600
680,2014-10-01,The Legend of Hercules,70000000,58953319,18848538
1284,2014-10-01,Lone Survivor,40000000,149804632,125095601
2160,2014-10-01,The Adventurer: The Curse of the Midas Box,25000000,0,0
2206,2014-10-01,Her,23000000,48531242,25568251
4953,2014-10-01,Banshee Chapter,950000,78122,0
5083,2014-10-09,Born to Fly: Elizabeth Streb vs. Gravity,500000,1822,1822
660,2014-10-10,Dracula Untold,70000000,220241723,55991880
1055,2014-10-10,The Judge,50000000,76119388,47119388
1891,2014-10-10,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,101379287,66954149
2945,2014-10-10,Automata,15000000,29050,0
3046,2014-10-10,St. Vincent,13000000,54837234,44137712
3996,2014-10-10,Addicted,5000000,17499242,17390770
4045,2014-10-10,Kill the Messenger,5000000,6656705,2450846
4311,2014-10-10,Whiplash,3300000,33474334,13092006
4563,2014-10-10,Meet the Mormons,2000000,6049171,6047363
2068,2014-10-12,The Gambler,25000000,38718031,33680992
516,2014-10-17,Fury,80000000,210253368,85755593
1049,2014-10-17,The Book of Life,50000000,97651543,50151543
1988,2014-10-17,The Best of Me,26000000,41059418,26766213
2585,2014-10-17,Birdman or (The Unexpected Virtue of Ignorance),18000000,103215094,42340598
4069,2014-10-17,Rudderless,5000000,567219,56001
4746,2014-10-17,Housebound,1500000,236863,0
4916,2014-10-17,Camp X-Ray,1000000,9837,9837
1768,2014-10-24,John Wick,30000000,76235001,43037835
3964,2014-10-24,Ouija,5000000,103683342,50856010
4887,2014-10-24,23 Blast,1000000,549185,549185
4429,2014-10-27,Iguana,3000000,0,0
2273,2014-10-31,Before I Go to Sleep,22000000,19563579,3242457
3571,2014-10-31,Nightcrawler,8500000,50334418,32381218
5175,2014-10-31,All You Need Is Love,300000,177507,0
4298,2014-11-03,In the Name of the King III,3500000,0,0
4678,2014-11-03,Against the Wild,1800000,0,0
220,2014-11-04,Rio 2,130000000,493738435,131538435
2078,2014-11-04,Draft Day,25000000,29276904,28842237
2632,2014-11-04,The Railway Man,18000000,23910210,4438438
3974,2014-11-04,Oculus,5000000,44115496,27695246
4214,2014-11-04,Joe,4000000,373375,373375
5212,2014-11-04,Jesus People,250000,0,0
100,2014-11-07,Dawn of the Planet of the Apes,170000000,710644566,208545589
4170,2014-11-07,Boyhood,4000000,57273049,25379975
4245,2014-11-07,The Perfect Wave,4000000,0,0
5117,2014-11-07,As It Is in Heaven,450000,13486,13486
4750,2014-11-11,Once Upon a Time in Queens,1500000,0,0
1302,2014-11-14,Dumb and Dumber To,40000000,156553592,86208010
2652,2014-11-14,Wolves,18000000,0,0
2766,2014-11-14,The Homesman,16000000,3442853,2429989
3421,2014-11-14,Rosewater,10000000,3168858,3128941
3733,2014-11-14,Beyond the Lights,7000000,14618727,14618727
4513,2014-11-14,Always Woodstock,2400000,0,0
232,2014-11-21,The Hunger Games: Mockingjay - Part 1,125000000,766652288,337135885
4831,2014-11-21,The Sleepwalker,1100000,2636,2636
4958,2014-11-21,Food Chains,913000,0,0
210,2014-11-26,Penguins of Madagascar,132000000,367650911,83350911
1331,2014-11-26,Horrible Bosses 2,40000000,105945357,54445357
2800,2014-11-28,The Imitation Game,15000000,227773686,91125143
4894,2014-11-28,Antarctica: A Year on Ice,1000000,288757,288757
265,2014-12-02,RoboCop,120000000,242981799,58607007
3668,2014-12-08,Swelter,8000000,0,0
4955,2014-12-08,Jesse,950000,0,0
1496,2014-12-09,Dolphin Tale 2,36000000,57824533,42024533
3030,2014-12-09,No Good Deed,13200000,54323210,52543632
3095,2014-12-09,The Drop,12600000,19054534,10724389
4052,2014-12-09,Atlas Shrugged: Who Is John Galt?,5000000,851690,851690
4862,2014-12-09,The Skeleton Twins,1000000,5797192,5284309
5046,2014-12-09,Faith Connections,550000,9111,9111
5253,2014-12-09,Archaeology of a Woman,200000,0,0
190,2014-12-12,Exodus: Gods and Kings,140000000,268314513,65014513
2462,2014-12-12,Inherent Vice,20000000,8692898,8110975
3157,2014-12-12,Top Five,12000000,25514848,25317379
16,2014-12-17,The Hobbit: The Battle of the Five Armies,250000000,955119788,255119788
230,2014-12-19,Night at the Museum: Secret of the Tomb,127000000,356546621,113746621
723,2014-12-19,Annie,65000000,139840525,85911262
3004,2014-12-19,Mr. Turner,14000000,25187026,3958546
716,2014-12-25,Unbroken,65000000,163527824,115637895
882,2014-12-25,American Sniper,58000000,547326372,350126372
1010,2014-12-25,Into the Woods,50000000,203502372,128002372
3378,2014-12-25,Big Eyes,10000000,27317872,14482031
3475,2014-12-26,Barbecue,10000000,173613,388
1434,2014-12-31,Dragon Nest Warriors' Dawn,40000000,196090,0
2474,2014-12-31,A Most Violent Year,20000000,6071433,5749134
4415,2014-12-31,Demonic,3000000,4668109,0
4637,2014-12-31,Lucky Dog,2000000,0,0
4762,2014-12-31,Kurmanjan datka,1400000,0,0
4764,2014-12-31,House at the End of the Drive,1400000,0,0
4941,2014-12-31,Doc Holliday's Revenge,1000000,0,0
4945,2014-12-31,Bang Bang Baby,1000000,0,0
4967,2014-12-31,40 Weeks,900000,0,0
5005,2014-12-31,Destiny,750000,450,0
5022,2014-12-31,The Hadza: Last of the First,650000,0,0
5038,2014-12-31,Light from the Darkroom,600000,0,0
5092,2014-12-31,America Is Still The Place,500000,0,0
5096,2014-12-31,Diamond Rufff,500000,0,0
5099,2014-12-31,Fight to the Finish,500000,0,0
5106,2014-12-31,The Sound and the Shadow,500000,0,0
5119,2014-12-31,Rise Of the Entrepreneur - The Search For A Better Way,450000,0,0
5138,2014-12-31,Pancakes,400000,0,0
5215,2014-12-31,Horse Camp,250000,0,0
5257,2014-12-31,H.,200000,0,0
5307,2014-12-31,"Dude, Where's My Dog",100000,0,0
5338,2014-12-31,The Image Revolution,50000,0,0
5347,2014-12-31,Happy 40th,35000,0,0
5364,2014-12-31,Dry Spell,22000,0,0
5371,2014-12-31,Stories of Our Lives,15000,0,0
3255,2015-01-04,Woman in Gold,11000000,56758138,33307793
10,2015-01-05,Avengers: Age of Ultron,250000000,1404705868,459005868
129,2015-01-07,Terminator: Genisys,155000000,440160956,89760956
2952,2015-01-07,Magic Mike XXL,14500000,123709460,66013057
2947,2015-01-09,Broken Horses,15000000,3471,0
3787,2015-01-09,Alpha & Omega: The Legend of the Saw Tooth Cave,7000000,0,0
4302,2015-01-09,Lords of London,3440000,0,0
5337,2015-01-09,"Run, Hide, Die",50000,0,0
5359,2015-01-09,Backmask,25000,428923,0
1857,2015-01-12,Grace of Monaco,30000000,25199891,0
4646,2015-01-12,Shark Lake,2000000,0,0
5104,2015-01-12,Brooklyn Bizarre,500000,0,0
5362,2015-01-12,Dutch Kills,25000,0,0
4084,2015-01-13,Capricorn One,5000000,0,0
4790,2015-01-13,Da Sweet Blood of Jesus,1250000,0,0
684,2015-01-16,Blackhat,70000000,19548419,7889395
926,2015-01-16,Paddington,55000000,259541430,76223578
2200,2015-01-16,The Wedding Ringer,23000000,80171596,64460211
3993,2015-01-16,Still Alice,5000000,41699612,18656400
3558,2015-01-20,Veronika Decides to Die,9000000,2243,0
4316,2015-01-20,The Opposite Sex,3300000,40262,0
875,2015-01-23,Mortdecai,60000000,30396134,7696134
3895,2015-01-23,Song One,6000000,32544,32251
3938,2015-01-23,R100,5500000,24956,24956
4091,2015-01-23,Mommy,4900000,17561100,3498695
4167,2015-01-23,The Boy Next Door,4000000,52819253,35423380
4081,2015-01-27,Born of War,5000000,0,0
1853,2015-01-30,Wild Card,30000000,929157,3200
3161,2015-01-30,Project Almanac,12000000,32248241,22348241
3521,2015-01-30,Black or White,9000000,21571189,21571189
3776,2015-01-30,Trudno byt bogom,7000000,35919,31443
4221,2015-01-30,"Guten Tag, Ramon",4000000,4854356,154356
4774,2015-01-30,Above and Beyond,1300000,288751,288751
311,2015-02-10,The Martian,108000000,663851905,228433663
1118,2015-02-10,Shanghai,50000000,15505922,46425
3767,2015-02-10,Freeheld,7000000,1732228,546201
386,2015-02-13,Kingsman: The Secret Service,94000000,404561724,128261724
1279,2015-02-13,Fifty Shades of Grey,40000000,570998101,166167230
4597,2015-02-13,The Last Five Years,2000000,147299,147299
4751,2015-02-13,Girlhouse,1500000,0,0
4912,2015-02-13,Hits,1000000,15156,15156
2679,2015-02-20,"McFarland, USA",17000000,45707924,44480275
2993,2015-02-20,Hot Tub Time Machine 2,14000000,12452601,12314651
3570,2015-02-20,The DUFF,8500000,43528634,34030343
3669,2015-02-24,Green Street Hooligans: Underground,8000000,0,0
3697,2015-02-24,Outside Bet,7500000,13524,0
5039,2015-02-24,Irreplaceable,600000,0,0
5216,2015-02-24,Give Me Shelter,250000,0,0
733,2015-02-27,Focus,65000000,154362963,53862963
3978,2015-02-27,The Lazarus Effect,5000000,35341814,25801570
4229,2015-02-27,Praia do Futuro,4000000,760678,20620
5260,2015-02-27,Butterfly Girl,180000,17503,17503
4820,2015-03-02,Bleeding Hearts,1200000,0,0
5214,2015-03-02,UnDivided,250000,0,0
4309,2015-03-03,To Write Love On Her Arms,3400000,0,0
4956,2015-03-03,Ask Me Anything,950000,0,0
59,2015-03-04,Furious 7,190000000,1516748684,351032910
1790,2015-03-06,Entourage,30000000,46225326,32363404
4503,2015-03-07,Stung,2500000,0,0
370,2015-03-13,Cinderella,95000000,534551353,201151353
1085,2015-03-13,Run All Night,50000000,66961644,26461644
1630,2015-03-13,The Lovers,35000000,11106,0
3471,2015-03-13,Hross i oss,10000000,11894,11894
4549,2015-03-13,It Follows,2000000,20649774,14674077
5016,2015-03-13,Walter,700000,0,0
2001,2015-03-17,Accidental Love,26000000,135436,0
4427,2015-03-17,Something Wicked,3000000,0,0
4631,2015-03-17,The Lady from Shanghai,2000000,0,0
5309,2015-03-17,Closure,100000,0,0
288,2015-03-20,The Divergent Series: Insurgent,110000000,295279072,130179072
1409,2015-03-20,The Gunman,40000000,13644292,10664749
3410,2015-03-20,Danny Collins,10000000,7501132,5637066
4516,2015-03-20,Do You Believe?,2300000,14305540,12985600
4641,2015-03-20,The Walking Deceased,2000000,0,0
5206,2015-03-24,Along the Roadside,250000,3234,0
5311,2015-03-25,Open Secret,100000,0,0
216,2015-03-27,Home,130000000,386069390,177397510
1298,2015-03-27,Get Hard,40000000,106511453,90411453
3396,2015-03-27,While We're Young,10000000,13423176,7582065
5139,2015-03-31,Viskningar och rop,400000,0,0
5336,2015-04-08,Bending Steel,50000,0,0
754,2015-04-09,Tian jiang xiong shi,65000000,122519874,74070
2260,2015-04-09,The Transporter Refueled,22000000,69698495,16029670
4411,2015-04-09,Before We Go,3000000,379161,37151
5264,2015-04-09,Heroes of Dirt,175000,0,0
3252,2015-04-11,Brooklyn,11000000,62076141,38322743
2821,2015-04-12,Krampus,15000000,61788393,42725475
3676,2015-04-14,Loin des hommes,7700000,1080428,5336
5095,2015-04-14,Roadside,500000,0,0
4521,2015-04-15,The Toxic Avenger Part II,2300000,0,0
1115,2015-04-17,Child 44,50000000,3434330,1224330
1450,2015-04-17,Paul Blart: Mall Cop 2,38000000,107597242,71038190
4752,2015-04-17,Closer to the Moon,1500000,0,0
4843,2015-04-17,Unfriended,1000000,62561449,32482090
5274,2015-04-17,Antarctic Edge: 70º South,150000,7193,7193
4648,2015-04-21,The Marine 4,1950000,0,0
5361,2015-04-21,Ten,25000,0,0
5367,2015-04-21,The Front Man,20000,0,0
1770,2015-04-24,The Age of Adaline,30000000,69057415,42629776
2002,2015-04-24,The Face of an Angel,26000000,0,0
2153,2015-04-24,Yi ge ren de wu lin,25000000,129115,129115
2230,2015-04-24,The Water Diviner,22500000,30864649,4200117
2471,2015-04-24,Little Boy,20000000,17684355,6485961
4653,2015-04-24,Brotherly Love,1900000,478595,478595
2941,2015-05-05,A Few Best Men,15000000,17224539,0
3939,2015-05-05,Miss Julie,5500000,863895,0
4968,2015-05-05,Le bonheur d'Elza,900000,0,0
717,2015-05-06,Spy!,65000000,233125712,110825712
1854,2015-05-06,United Passions,30000000,168832,918
2955,2015-05-06,Freedom,14500000,565801,0
3315,2015-05-06,Insidious Chapter 3,10000000,120678444,52218558
4300,2015-05-06,Dawn Patrol,3500000,0,0
2092,2015-05-08,Shaun the Sheep,25000000,101937062,19375982
153,2015-05-15,Mad Max: Fury Road,150000000,370742166,153636354
1864,2015-05-15,Pitch Perfect 2,29000000,287130801,183785415
3698,2015-05-15,Pound of Flesh,7500000,0,0
4072,2015-05-15,Area 51,5000000,7556,7556
4921,2015-05-15,Childless,1000000,1036,1036
3489,2015-05-19,Into the Grizzly Maze,10000000,0,0
5381,2015-05-19,Family Motocross,10000,0,0
105,2015-05-22,Tomorrowland,170000000,207283457,93436322
1544,2015-05-22,Poltergeist,35000000,95825125,47425125
3661,2015-05-22,Aloft,8000000,53086,53086
5034,2015-05-22,Drunk Wedding,600000,3301,3301
4753,2015-05-26,Mutant World,1500000,0,0
285,2015-05-29,San Andreas,110000000,469590832,155190832
1488,2015-05-29,Aloha,37000000,24935799,21052030
2514,2015-05-29,Survivor,20000000,774905,0
80,2015-06-02,Jupiter Ascending,179000000,181982519,47482519
381,2015-06-02,Seventh Son,95000000,110623265,17223265
616,2015-06-02,The SpongeBob Movie: Sponge Out of Water,74000000,311594032,162994032
4426,2015-06-02,Enter the Dangerous Mind,3000000,0,0
1121,2015-06-03,Chappie,49000000,105002056,31569268
1608,2015-06-03,Unfinished Business,35000000,12819501,10219501
3332,2015-06-03,The Second Best Exotic Marigold Hotel,10000000,90384306,33078266
4741,2015-06-03,Road Hard,1500000,113169,113169
4540,2015-06-10,The Timber,2100000,0,0
4,2015-06-11,Spectre,300000000,879620923,200074175
367,2015-06-11,The Peanuts Movie,99000000,250474038,130178411
2347,2015-06-11,Spotlight,20000000,92217729,45055776
84,2015-06-19,Inside Out,175000000,853707581,356461711
3729,2015-06-19,Dope,7000000,18190831,17506470
4223,2015-06-19,Manglehorn,4000000,797439,132270
5236,2015-06-19,The Overnight,200000,1165996,1109808
5102,2015-06-23,Crossroads,500000,0,0
691,2015-06-26,Ted 2,68000000,217022588,81284830
2348,2015-06-26,Max,20000000,43658157,42656255
2711,2015-06-26,Escobar: Paradise Lost,17000000,1973945,195792
